CONFIGURATION:
experiment file = experiments/transformation_invariance_testing.py
git branch = main
git commit hash = 601948e7077f0d767811f4d7a7b08fcbcde09a38
uncommitted changes = True
seed = 42
engine_config_name = leela_local_1600_nodes.ini
data_config_name = fens_board_transformations.ini
address = 127.0.0.1
port = 50001
password = password
remove_pawns = False
num_positions = 50000
transformations = ['rot180']
result_subdir = 

fen,original,rot180
2k5/4R3/n7/1N3r2/K7/7b/8/2B5 w - - 6 35,0.837,0.8069999999999999
8/8/1q1n1QB1/6K1/8/7N/8/6bk w - - 6 31,0.104,0.072
1R6/8/1Q6/3r1kb1/K5q1/8/8/5B2 w - - 7 64,-0.046000000000000006,-0.07700000000000001
7r/8/1K6/3R1B2/1r6/7b/5R2/2k5 w - - 9 55,0.16199999999999998,0.098
3b3q/8/1k6/5B2/Q7/2b5/4K3/B7 w - - 9 64,0.092,0.10400000000000001
4k3/8/1N5N/6R1/6K1/n4r2/8/4n3 w - - 11 51,0.176,0.091
1B6/5Bb1/Q7/K7/8/8/4q1k1/3b4 w - - 5 39,0.11900000000000001,0.097
n2k4/2r5/8/3b1K1R/5B2/6N1/8/8 w - - 15 55,0.112,0.155
B4k2/8/8/8/3N1K2/6B1/6n1/1b3b2 w - - 0 36,0.128,0.159
8/KN4Q1/5r2/R7/7q/5k2/8/2n5 w - - 21 67,0.098,0.083
N4K2/5b2/5B2/k7/8/1q6/n7/Q7 w - - 5 59,0.149,0.189
7B/1b6/n2Q4/1k6/8/3K4/2N5/1q6 w - - 10 59,0.18,0.093
7k/7b/r7/1N4K1/8/1R6/8/1nB5 w - - 0 61,0.12,0.128
2k5/1n6/8/6Q1/r7/2q5/4K2N/4R3 w - - 5 70,0.105,0.143
6qk/2Q5/2N3n1/5N2/8/8/6n1/1K6 w - - 0 43,0.09799999999999999,0.143
8/R5BK/3r3r/R7/2b5/1k6/8/8 w - - 7 50,0.08299999999999999,0.072
8/1b6/2q5/8/N4k2/6nK/Q7/1B6 w - - 5 32,0.091,0.14
7n/2k1K3/q7/5B2/b5N1/8/8/4Q3 w - - 4 37,0.13499999999999998,0.185
8/6q1/7k/3Q4/8/1KbN4/8/n2B4 w - - 17 54,0.13999999999999999,0.11099999999999999
8/2rB3R/8/6b1/8/8/5k2/1K1B1b2 w - - 4 38,-0.08399999999999999,-0.086
8/8/4RN2/R3K3/2k5/8/6n1/5rr1 w - - 6 30,0.15899999999999997,0.16199999999999998
8/k1n5/3q2b1/N7/4B3/5K2/6Q1/8 w - - 1 36,0.111,0.107
8/8/2Bn1k2/2K5/5N2/R7/8/3r2b1 w - - 10 42,-0.12100000000000001,-0.151
kr1r2R1/4K3/8/8/q7/8/6R1/5Q2 w - - 4 47,0.09100000000000001,0.12
1n6/8/1N1R4/5K2/1Bb5/6k1/2r5/8 w - - 10 58,0.108,0.115
8/8/4k3/8/1R6/rN6/2b5/B2n3K w - - 10 37,0.12999999999999998,0.145
5b2/7k/6n1/3B4/5N2/7K/4N3/1n6 w - - 12 39,0.09,0.142
3n4/4q3/7K/8/8/bB1k4/8/Q5N1 w - - 10 51,0.08700000000000001,0.07999999999999999
7n/5r2/8/R7/2B3bk/8/6K1/2N5 w - - 10 48,0.152,0.162
8/7N/n7/8/1B2R3/2r5/b2k4/5K2 w - - 16 51,0.074,0.064
4n3/4N3/4q3/2Q5/7k/7n/8/K4N2 w - - 5 68,0.092,0.09
8/6R1/4B3/4K3/8/b4k2/1r6/5N1n w - - 13 44,0.143,0.119
3k3r/8/b3K3/8/n5N1/1R6/8/1B6 w - - 5 32,0.08,0.113
8/8/2K3r1/7k/2B2Q1b/4R3/2q5/8 w - - 6 48,0.10900000000000001,0.16799999999999998
b5B1/3R4/8/5B2/b7/4K3/8/2r1k3 w - - 7 53,0.19499999999999998,0.10700000000000001
8/1B6/5nb1/8/8/1K4k1/3Q2N1/5q2 w - - 3 58,0.12100000000000001,0.106
3K3N/8/1R6/7n/3B4/4r3/8/6bk w - - 12 47,0.158,0.098
8/8/1k5K/1b2Q2N/6B1/8/q7/5n2 w - - 8 64,0.123,0.11599999999999999
8/1k6/8/4N1R1/3qn3/3r4/6Q1/7K w - - 2 56,0.891,0.868
5b1r/6R1/1K6/8/8/2r5/8/4kBR1 w - - 9 45,0.878,0.878
4k3/2n5/6KQ/7B/4N3/7q/7b/8 w - - 6 60,0.9319999999999999,0.92
8/q4kb1/8/r1B5/Q1R1K3/8/8/8 w - - 14 50,0.983,0.982
8/8/8/n1k1N1NR/3r4/8/8/K1n5 w - - 8 69,0.884,0.878
4q3/5b2/8/k4r2/2RQ4/1K6/6B1/8 w - - 14 62,0.817,0.838
8/2R2B1b/1r6/4k3/8/8/4r3/5R1K w - - 16 64,0.958,0.926
1nN1R3/4Q3/8/8/7K/6r1/2k5/6q1 w - - 14 53,0.783,0.76
8/8/k7/3b4/7r/8/2R2R1r/1KB5 w - - 10 54,0.96,0.951
8/8/2Q5/3RBk2/8/1q6/4r3/2Kb4 w - - 17 58,1.0,1.0
B2Q4/8/4q3/8/1k6/8/4r1b1/K1R5 w - - 4 45,0.951,0.94
8/N7/1R6/6r1/8/8/1B6/1b1k1n1K w - - 7 54,-0.513,-0.521
3K2B1/Q7/8/8/5b1q/4Nn2/4k3/8 w - - 11 36,-0.5,-0.513
5N2/8/1n6/2r3b1/8/2k4B/8/K3R3 w - - 1 32,-0.40499999999999997,-0.575
2k1K2n/4R3/8/r7/8/8/1N1N2n1/8 w - - 9 38,0.198,0.23500000000000001
5k2/8/2N5/5n2/8/6q1/1Q4Bb/2K5 w - - 14 70,0.235,0.234
B7/K7/2Q5/3N1k2/8/8/1n6/q3b3 w - - 2 40,0.379,0.312
8/b2BQ3/7N/8/1K6/2n5/2k5/q7 w - - 2 61,-0.24500000000000002,-0.24100000000000002
2b5/1n2K3/5Q2/3B4/8/1N5k/7q/8 w - - 1 46,0.205,0.176
8/8/8/7k/6r1/3R4/2R1K3/1rbB4 w - - 9 37,0.188,0.226
8/8/4k3/1N1n1r2/5R2/6Q1/q7/5K2 w - - 17 70,0.16099999999999998,0.217
5n2/5N2/1Q1K4/7n/2k5/8/7q/2N5 w - - 4 61,0.196,0.19
b7/2K4B/8/3k2B1/8/8/3N4/3b2n1 w - - 2 60,0.271,0.247
6r1/4n3/5R1R/8/8/6K1/4r1N1/1k6 w - - 8 38,-0.27899999999999997,-0.3
3Q4/7b/6k1/5N1q/6K1/3B4/3n4/8 w - - 4 46,0.248,0.204
8/8/4R3/b7/8/n1rK2B1/8/3k2N1 w - - 2 32,-0.288,-0.293
7B/6Nn/6b1/8/b1B1k3/8/3K4/8 w - - 8 50,0.28099999999999997,0.251
6r1/4k1n1/4q3/8/8/1K6/3Q4/N4R2 w - - 15 57,-0.887,-0.858
8/6r1/2N2n2/4bk2/8/2K5/3B4/4R3 w - - 15 50,0.574,0.584
3Q4/8/8/3R4/2q4B/2k3K1/8/2rb4 w - - 2 31,0.841,0.889
8/k7/8/r6b/8/1KR5/rR4B1/8 w - - 8 34,0.83,0.834
1N2K3/3Q3R/5q2/8/8/8/6k1/rn6 w - - 0 47,0.946,0.958
8/8/5r2/K5R1/8/1k6/7Q/n4qN1 w - - 10 48,0.866,0.871
8/2k5/4K3/8/b7/2n1r3/8/R2B2N1 w - - 13 59,-0.748,-0.788
6b1/8/4q2n/2k5/1N3K2/Q1B5/8/8 w - - 4 37,0.914,0.896
R3R3/3k4/8/1KQ5/8/1r6/6q1/6r1 w - - 8 58,-1.0,-1.0
1QK2k2/B4q2/8/r7/8/6R1/7b/8 w - - 9 49,1.0,1.0
8/6K1/8/6r1/1n4q1/1k1NR3/8/2Q5 w - - 8 36,-1.0,-1.0
2qr4/4n3/1Nk3K1/8/1R6/8/Q7/8 w - - 17 62,-0.908,-0.9129999999999999
r6b/k7/7b/7B/5R2/7K/3B4/8 w - - 3 43,0.82,0.853
8/1k3B2/r4RK1/8/3R4/8/4r1b1/8 w - - 13 47,0.85,0.858
8/2qr2Q1/k4K2/7R/8/1n6/8/4N3 w - - 15 67,-0.85,-0.851
8/4B3/4n3/3b3q/1K6/6Q1/5N2/1k6 w - - 1 38,0.916,0.919
8/4k1r1/1K6/3q4/5Q2/b3B3/2R5/8 w - - 1 36,0.8099999999999999,0.819
6n1/R7/5r2/8/8/5q2/3Q2K1/1k3N2 w - - 8 35,-0.853,-0.863
7R/1n6/q5k1/8/8/8/2K5/1Q3r1N w - - 10 55,-0.9329999999999999,-0.914
8/2R5/1Kbk4/7N/6B1/7n/7r/8 w - - 2 47,0.53,0.506
3n4/8/5r2/R7/8/4B3/1k3b2/5NK1 w - - 3 40,0.504,0.476
7b/8/k7/6K1/8/4R3/4RB2/2r4r w - - 7 40,0.43,0.515
8/N3B3/QK6/4kb2/8/n4q2/8/8 w - - 4 39,0.46599999999999997,0.551
3R4/4B3/r2n4/8/8/1NK5/6k1/6b1 w - - 7 35,0.415,0.436
8/7q/8/5b2/5K2/1k1r3B/8/2Q4R w - - 1 44,0.868,0.886
2q5/1n6/8/7N/2N5/8/Q3K3/6kn w - - 9 64,0.868,0.852
4n3/1q6/8/4K2r/R7/8/6k1/Q4N2 w - - 2 67,-0.854,-0.909
2NK4/1n5n/8/8/R5N1/8/8/2k3r1 w - - 9 48,0.404,0.371
8/1r6/N7/4n2N/8/1K2k3/R3n3/8 w - - 12 41,-0.853,-0.853
1b6/3R2Q1/8/8/1r1B4/1q3K2/8/5k2 w - - 5 37,-0.513,-0.5479999999999999
2N5/8/8/1k6/4b3/6RK/nB6/5r2 w - - 1 34,0.365,0.40499999999999997
2n1K3/7r/8/8/R5N1/3b4/8/B6k w - - 11 46,0.444,0.39499999999999996
r2n1N2/k7/1N6/2K5/8/3n4/6R1/8 w - - 5 34,0.39,0.383
5r2/k4q2/1R6/1R6/r7/8/8/4Q2K w - - 1 51,0.9269999999999999,0.918
3B3r/8/3b4/Q7/4R3/K7/8/5q1k w - - 5 58,-0.908,-0.924
8/8/br6/8/7k/Qq6/1B6/1R3K2 w - - 5 59,-0.974,-0.949
qrBQ4/7R/8/8/1K6/6kb/8/8 w - - 12 60,-0.9199999999999999,-0.964
q7/7k/2n5/7K/rR6/1Q6/2N5/8 w - - 5 36,1.0,0.938
8/1b2n3/8/3r4/8/8/N1k1KB2/6R1 w - - 21 69,0.643,0.676
8/k7/1qr5/8/3r1R2/3K1Q2/4R3/8 w - - 1 53,-0.8160000000000001,-0.834
3N4/k1n2Q2/7K/8/5B2/b7/2q5/8 w - - 6 68,0.248,0.31
5R2/8/4n1N1/8/2N5/3n3k/r7/3K4 w - - 14 61,0.314,0.27399999999999997
1K3k2/8/N4B2/5R2/8/8/1b2n3/1r6 w - - 12 49,0.328,0.346
8/8/n7/1r6/8/6NR/2k3K1/3q2Q1 w - - 13 58,0.23500000000000001,0.222
8/8/2B4k/8/1K4R1/3b3n/4r3/3N4 w - - 15 61,0.314,0.298
5B2/b2B4/8/4k3/7K/8/2qb4/7Q w - - 5 47,0.585,0.628
4B1N1/8/K7/1R5n/8/k6r/8/b7 w - - 6 64,0.564,0.533
8/K2R2br/3Q4/8/kB6/8/8/1q6 w - - 15 51,0.826,0.843
4RB2/8/4K3/k7/8/1bq4r/6Q1/8 w - - 2 43,-0.843,-0.823
3Q4/k5q1/2b5/8/6rR/7B/4K3/8 w - - 4 51,0.777,0.755
4q3/R3N3/8/3Q4/3n1r2/8/7k/1K6 w - - 15 50,0.899,0.912
8/1k6/4q3/R7/K3r1n1/8/3Q4/6N1 w - - 8 61,-0.715,-0.736
kq2KB2/7R/8/8/8/b7/r7/6Q1 w - - 8 60,-0.924,-0.919
8/2k5/8/5r1q/8/8/5RQ1/b5KB w - - 3 41,0.888,0.861
5b1q/7n/8/7B/8/3N2Q1/5K2/1k6 w - - 4 30,0.893,0.907
8/6n1/8/k5N1/5q2/1r6/2R5/2K3Q1 w - - 5 39,-0.07699999999999999,-0.08700000000000001
8/2k3NN/8/7R/K7/8/1r6/2n2n2 w - - 8 59,0.093,0.09
2K2N2/8/8/8/2N2k2/4R1nn/4r3/8 w - - 13 49,0.183,0.13099999999999998
8/8/Q1K5/4k3/6rq/8/3R3n/N7 w - - 3 32,0.125,0.125
1Q6/2B1q2b/8/2K5/7b/6B1/k7/8 w - - 17 62,-0.138,-0.13
8/2K3R1/n3Nb2/8/8/2kr4/8/7B w - - 5 66,-0.229,-0.18
nB3k2/8/4b3/1B6/1K5N/8/8/3b4 w - - 1 44,0.136,0.199
8/Q7/RK6/3q4/8/Nn6/8/2r3k1 w - - 2 36,-0.155,-0.16499999999999998
2k2r2/8/K7/2b2b2/8/6B1/4B3/5R2 w - - 5 57,0.11900000000000001,0.13
8/6kr/1K6/4R2b/8/8/1B1b1B2/8 w - - 15 55,0.094,0.126
2K5/Q1b5/7k/2R5/3B4/6q1/8/4r3 w - - 7 63,0.125,0.088
8/1N1k4/7R/8/4r3/3n4/8/1K2n2N w - - 22 70,-0.164,-0.213
8/4rk2/8/RQ6/8/8/1Nq5/1K2n3 w - - 6 54,0.12499999999999999,0.121
b7/8/5nB1/8/6K1/8/3QN3/q4k2 w - - 6 66,0.11100000000000002,0.089
3n1Bq1/b7/k7/5K2/1Q2N3/8/8/8 w - - 7 35,0.1,0.111
8/n4Nkr/8/4N3/8/1n6/3RK3/8 w - - 5 70,0.114,0.12
5NK1/2n5/8/8/kq4nQ/8/8/7N w - - 8 37,-0.127,-0.163
1b4k1/2q5/8/8/8/2K4B/8/Q5Nn w - - 11 69,-0.142,-0.155
8/7k/1b2R3/2r5/8/K1B5/2R5/1r6 w - - 13 54,0.127,0.133
krB3b1/6r1/8/2R2K2/7R/8/8/8 w - - 6 50,0.078,0.1
2k5/7r/NK6/8/8/1R2R2n/r7/8 w - - 3 68,0.087,0.125
4Q3/8/1k6/7B/8/2b3K1/1q3N2/1n6 w - - 5 69,0.109,0.127
b6n/8/6K1/1B6/8/5bB1/1k6/5N2 w - - 4 58,0.129,0.109
8/4b3/k1b5/3r2R1/7K/8/8/4B1B1 w - - 4 34,-0.143,-0.113
7N/8/1B3k2/8/2q1n3/8/2b5/2Q3K1 w - - 0 45,0.13999999999999999,0.14
5R2/k5b1/3B4/K5r1/8/8/7N/1n6 w - - 0 58,-0.16999999999999998,-0.127
7k/7b/B2Q1N2/n7/8/8/8/2q2K2 w - - 10 48,0.102,0.152
8/4k1b1/3q4/B2K4/8/3N2n1/6Q1/8 w - - 2 41,-0.128,-0.168
2B5/8/4R3/7b/2k5/K4r1n/8/4N3 w - - 6 39,0.102,0.086
7k/4q3/R2b3K/8/6r1/B7/Q7/8 w - - 12 45,1.0,1.0
5K2/5N2/3r4/2q5/3nk3/8/8/6QR w - - 1 31,0.911,0.923
8/1kn5/8/8/8/4rq2/1N1Q4/1R4K1 w - - 16 68,0.938,0.926
2r2b2/2k5/8/3R4/7r/8/1B4R1/K7 w - - 1 50,0.931,0.918
2r5/8/6K1/4R3/4B3/Q7/4qb2/4k3 w - - 9 48,0.927,0.944
3k4/8/R5Q1/2q5/8/8/5K2/r3rR2 w - - 19 65,-0.899,-0.826
3q4/k2r4/8/8/nN2R3/8/2KQ4/8 w - - 19 62,0.953,0.954
5b2/2QR4/8/8/4K3/4B3/5r2/k4q2 w - - 6 37,0.79,0.807
6k1/8/7R/QNr1q3/8/2n5/3K4/8 w - - 1 62,0.83,0.822
8/K2B4/Q2b3R/2k1q3/8/4r3/8/8 w - - 20 67,0.886,0.893
4K3/k6B/8/2N3b1/4R3/8/8/4nr2 w - - 7 67,0.582,0.637
5k2/2q5/8/2n5/r7/3N2R1/8/4Q2K w - - 11 63,0.951,0.925
1NK1n3/5k2/8/8/2N5/8/Q3n3/4q3 w - - 1 30,0.853,0.843
8/5k2/n5r1/2q4N/8/8/7R/1K2Q3 w - - 6 43,0.965,0.959
8/8/q1b1k3/5N2/2K5/1Q5B/n7/8 w - - 1 32,0.958,0.91
2k1q2K/8/8/1n6/2r5/6Q1/8/R4N2 w - - 5 39,-0.9189999999999999,-0.9219999999999999
8/2R5/3r4/4R3/k7/3N4/r2K4/7n w - - 9 60,0.895,0.889
6q1/8/1r6/8/6bQ/6B1/2K4R/k7 w - - 0 55,0.817,0.861
5q2/8/8/2k2b1B/8/1r3K2/6R1/Q7 w - - 18 69,-0.88,-0.875
8/8/8/8/k2N3R/n4B2/2r1b3/5K2 w - - 12 50,0.827,0.822
4r1b1/1r1k4/R5R1/7B/K7/8/8/8 w - - 14 58,0.866,0.858
8/8/3R2r1/2B4b/8/7B/k2K4/3b4 w - - 14 62,0.874,0.89
2Q5/5k2/8/6b1/2N5/1K1B1n2/6q1/8 w - - 18 63,0.955,0.916
6B1/3R4/3br3/5q2/5k2/1Q6/K7/8 w - - 0 37,0.867,0.846
6n1/2q2N2/6k1/3Q4/r7/5R2/2K5/8 w - - 20 66,0.897,0.899
8/8/4NQ1N/8/4k3/6q1/n5n1/6K1 w - - 12 53,0.813,0.8029999999999999
3b4/8/8/K7/4R1Q1/k4B2/r4q2/8 w - - 6 57,-0.844,-0.884
6k1/N7/1K6/2R5/n2r2n1/8/8/N7 w - - 7 31,-0.923,-0.918
7K/3r4/6N1/8/1RB5/1b6/1k3n2/8 w - - 8 46,0.407,0.359
6N1/8/8/3n1q2/8/8/1NK1k1n1/2Q5 w - - 1 37,-0.409,-0.422
3B4/8/4n3/8/8/kr6/1N1R1K2/7b w - - 14 63,0.435,0.387
8/2n5/1k6/8/4Q1nq/3N4/1NK5/8 w - - 3 32,0.368,0.38
2N5/8/Q7/2k4q/8/K4b2/4n3/B7 w - - 2 69,0.294,0.377
7b/KR6/8/8/7k/8/6B1/3r1Nn1 w - - 6 68,0.34099999999999997,0.33699999999999997
b7/2q4k/7N/4n2B/8/2K1Q3/8/8 w - - 2 43,-0.337,-0.344
1b1q4/1B6/8/8/8/5Q2/8/1NK1k1n1 w - - 2 32,0.364,0.40399999999999997
1K6/2N5/7r/Rbk5/6n1/8/B7/8 w - - 9 42,0.34199999999999997,0.368
8/3K4/6n1/2N2k2/1r6/1b4R1/8/5B2 w - - 3 68,0.386,0.401
1B6/n2b2K1/8/8/8/4NQ2/8/q5k1 w - - 2 65,0.245,0.263
8/4K3/8/5b2/2k4B/r2n4/7R/5N2 w - - 15 61,0.394,0.379
1K6/6R1/3r4/B4k2/7b/8/6B1/6b1 w - - 3 33,0.698,0.734
6n1/3K4/4R3/6B1/8/2N3k1/4b2r/8 w - - 0 64,0.645,0.648
1q2r3/8/8/K7/3Q4/7R/N2nk3/8 w - - 9 41,0.827,0.816
8/1kb5/1q4r1/2Q5/1R1K4/8/5B2/8 w - - 5 50,0.942,0.916
1R1Q4/3K1q2/8/N7/8/2k5/1rn5/8 w - - 3 38,-0.848,-0.883
8/1R2Nk1r/8/4n3/r7/8/1R6/1K6 w - - 11 53,0.898,0.875
8/1n3q2/7r/4Q3/8/4R2N/5K2/1k6 w - - 11 64,0.832,0.801
3rk1K1/8/3n1R2/2Q5/8/6q1/1N6/8 w - - 0 50,-0.902,-0.915
3k4/2R3Q1/K4R2/8/8/3r4/3r4/q7 w - - 4 66,-0.852,-0.823
3K4/8/8/5k2/r3r3/3R4/8/R1Q1q3 w - - 14 51,0.993,0.99
7n/2Q5/5N2/2N5/1k6/n7/6q1/K7 w - - 9 61,0.353,0.431
6n1/3R4/6N1/4N3/8/6n1/8/2k1r1K1 w - - 10 51,0.508,0.458
2B2R2/q5r1/8/1K1Q4/8/2k1b3/8/8 w - - 5 45,0.45699999999999996,0.49
7K/8/6b1/3N4/5q2/2Q5/3Bn3/3k4 w - - 1 46,0.969,0.965
8/K3Q3/3B4/1k6/5R2/8/r1q5/b7 w - - 1 48,0.813,0.828
k7/5Q2/8/2R5/7n/8/5N1r/q1K5 w - - 10 57,-0.647,-0.727
8/4B3/2R1Q1b1/7K/8/6q1/3k4/5r2 w - - 3 47,-0.878,-0.899
1b5q/8/1Q2N1k1/6B1/8/4K3/8/7n w - - 19 63,0.855,0.883
8/7R/4q3/1r6/1kr5/8/3K2RQ/8 w - - 5 35,-0.919,-0.893
8/4r3/1k6/8/8/QKR2r2/4q3/2R5 w - - 4 33,1.0,0.965
R2b1k2/8/b2r4/8/3B4/4K3/4B3/8 w - - 7 31,0.928,0.908
1bB5/8/8/4r3/6N1/7n/5R2/1k3K2 w - - 12 48,0.193,0.188
n7/2rk4/8/8/7N/7K/3n3N/4R3 w - - 6 40,0.209,0.27999999999999997
5R2/2N5/3Kn3/8/3k4/3r4/4r3/5R2 w - - 2 31,0.292,0.199
r5n1/6k1/8/8/2R2N2/1N6/8/5K1n w - - 0 45,0.273,0.323
8/2B1K1n1/8/8/1r6/8/4k1N1/3b3R w - - 5 41,0.174,0.168
2n2r2/2K5/8/4RB2/8/8/8/1N3k1b w - - 9 52,0.27,0.21
6r1/7k/7b/8/8/6n1/6K1/5RBN w - - 9 32,0.247,0.308
1bB2BK1/8/8/8/4b3/1N6/8/1k5n w - - 12 41,0.31,0.232
8/5k2/8/3R3r/3K2q1/Q6b/7B/8 w - - 19 70,-0.11399999999999999,-0.16099999999999998
8/2N5/3RN3/8/7r/n1k1K3/3n4/8 w - - 14 58,0.312,0.289
8/3b4/8/n7/8/2KN4/1B4N1/2nk4 w - - 9 34,0.267,0.23
2q5/8/k3N1K1/8/7n/4R3/1r6/6Q1 w - - 2 42,-0.22800000000000004,-0.21700000000000003
4r3/5b2/8/2n5/7R/4k1KN/8/B7 w - - 2 39,0.59,0.645
8/8/3K4/5rn1/5k2/8/R7/N2B1b2 w - - 18 69,0.253,0.285
1R4b1/7k/1B6/8/2r5/Nn5K/8/8 w - - 2 34,0.807,0.766
4B3/2K5/6QR/8/8/5b2/kq6/3r4 w - - 4 47,0.877,0.892
8/6br/8/6q1/RB1k4/8/3K4/5Q2 w - - 12 62,0.863,0.858
6bB/8/1R6/1Q6/K1r3k1/4q3/8/8 w - - 8 47,-0.981,-0.976
n2r2r1/1R6/8/1N6/1k6/4K3/7R/8 w - - 13 57,0.721,0.708
8/8/4b3/8/1Q2r2q/8/4B2k/1R3K2 w - - 2 59,-0.976,-0.953
3Q1N2/1k4n1/8/8/3R4/4K3/6q1/1r6 w - - 11 69,0.903,0.899
K3Nb1k/5B2/8/R7/8/n6r/8/8 w - - 2 31,0.122,0.17099999999999999
8/8/RK6/4k3/1N6/8/b1B1n3/r7 w - - 5 33,0.19,0.176
7n/6N1/8/2Q5/7q/2RK3k/r7/8 w - - 16 55,0.11800000000000001,0.105
RK6/3k4/4b3/8/2r2r2/1R2B3/8/8 w - - 3 59,0.095,0.124
3k2r1/6n1/8/5N2/6B1/4R3/1K1b4/8 w - - 14 59,0.11299999999999999,0.13999999999999999
3n4/KR6/8/7N/3r4/6N1/3kn3/8 w - - 7 32,0.20099999999999998,0.131
N4B1n/Q7/8/8/5b2/2kq4/7K/8 w - - 6 64,-0.078,-0.11300000000000002
8/5KR1/6n1/6kr/8/8/1N1n4/2N5 w - - 18 66,0.149,0.186
7N/8/1n1nNKBk/8/8/6b1/8/8 w - - 7 40,0.058,0.072
N1k5/8/1b6/8/2nq4/2K5/7Q/4B3 w - - 0 34,-0.138,-0.11800000000000002
3r4/1K6/7B/7R/k4b1R/8/5r2/8 w - - 3 46,0.215,0.13
n2q4/4k3/8/6K1/2N5/8/5N2/3n1Q2 w - - 7 54,0.10200000000000001,0.129
8/3r4/n6k/3R4/q3K2N/8/8/4Q3 w - - 2 39,-0.069,-0.07300000000000001
r2K4/1r6/4B3/5R2/8/5R2/7b/2k5 w - - 9 30,-0.11099999999999999,-0.10400000000000001
R2K4/7r/2n2k2/8/5B2/8/8/N3b3 w - - 5 69,-0.13899999999999998,-0.11199999999999999
Q7/3q1n2/8/N5BK/8/6b1/7k/8 w - - 9 36,-0.098,-0.109
K7/Q7/5n2/8/B7/k5N1/8/1bq5 w - - 9 56,0.13199999999999998,0.108
8/1R6/8/KN6/B4r1b/3nk3/8/8 w - - 3 65,-0.11199999999999999,-0.094
3B4/1r3K2/7b/R7/8/8/4B3/6bk w - - 11 56,0.156,0.102
5n2/8/8/4k2n/R7/2r5/5NN1/K7 w - - 1 53,0.173,0.205
3k1N2/6R1/K7/4r3/8/7r/7n/6R1 w - - 7 36,0.152,0.12499999999999999
1NK5/5k2/8/8/3R4/7r/8/2nN1n2 w - - 6 37,0.13699999999999998,0.197
8/5k2/3r4/1R2K3/8/b7/1RB1r3/8 w - - 11 43,-0.10800000000000001,-0.12400000000000001
8/8/k5b1/3K4/r7/2B4B/2b4R/8 w - - 2 42,0.149,0.179
3b4/RB6/5K1k/4R3/8/6r1/8/2r5 w - - 6 56,-0.156,-0.098
8/4B3/4n3/2R4K/5rN1/8/4b3/5k2 w - - 19 67,-0.117,-0.103
5k1K/2r5/8/3R4/7n/8/3B4/6bN w - - 7 53,-0.13599999999999998,-0.122
7q/8/3k4/6n1/N7/3B3b/5Q2/7K w - - 8 39,0.10200000000000001,0.157
k1B5/b7/1K6/8/3n4/N3B3/8/b7 w - - 2 59,0.091,0.121
7q/Q7/5R2/6K1/Nr6/5n2/4k3/8 w - - 7 30,-0.849,-0.868
8/b7/6R1/8/r7/2n1k2B/1N4K1/8 w - - 7 50,0.972,0.967
6K1/2k4N/1r6/4R3/6nq/8/4Q3/8 w - - 1 33,0.73,0.74
k7/7Q/7B/8/1K6/8/4R3/qrb5 w - - 10 41,-0.898,-0.942
8/2b5/1k2K3/8/5QR1/2r5/7B/1q6 w - - 8 31,0.793,0.786
8/8/2q3k1/r7/b7/K7/8/Q2R1B2 w - - 5 35,0.75,0.773
8/4b3/3k4/3nr3/8/1R1K2B1/8/3N4 w - - 4 69,0.862,0.826
2K2k2/6b1/8/8/5B2/6RQ/1r6/4q3 w - - 0 56,0.886,0.859
8/8/4k3/8/1R3Q2/8/1B2b1q1/4K2r w - - 6 62,-1.0,-1.0
7Q/q1n5/2k2B2/K7/8/8/1N6/2b5 w - - 2 49,-0.783,-0.742
1K2k3/1R6/8/3rB3/4R3/b7/6r1/8 w - - 7 41,1.0,1.0
8/6Q1/B7/b1k5/8/8/4R3/1r1q3K w - - 6 68,-0.9209999999999999,-0.925
R1Q5/4r3/8/3q2bB/8/8/8/2K1k3 w - - 9 35,-0.945,-0.955
8/8/5R2/6k1/6n1/2B3b1/K6r/1N6 w - - 13 48,-0.939,-0.93
2R5/2RK1r2/8/3n4/3r4/6k1/8/N7 w - - 14 45,-0.936,-0.972
1K6/1R3q2/7R/4r3/5r1Q/3k4/8/8 w - - 13 61,0.948,0.947
1b3n2/5Q2/5B1q/3N4/8/6k1/8/7K w - - 13 51,-0.864,-0.852
B2N1R2/8/8/8/2r5/6b1/2k5/K5n1 w - - 17 60,-0.882,-0.825
5k2/Q7/4r3/1N6/K1q5/1R6/8/2n5 w - - 1 52,-0.7190000000000001,-0.7170000000000001
8/2b4q/7B/2k3K1/R7/1Q6/8/2r5 w - - 14 55,1.0,1.0
8/R1K5/6qn/8/4k1r1/8/8/5Q1N w - - 5 46,0.91,0.897
6B1/8/8/8/2K5/2bN3R/1r2n3/5k2 w - - 19 68,0.879,0.904
Bbr1r3/8/8/2K5/8/6RR/1k6/8 w - - 4 68,-0.887,-0.911
8/3k4/Q3N2B/8/3bn3/8/4Kq2/8 w - - 9 48,-0.906,-0.908
2k5/q7/4R3/7K/1R1r4/7r/8/1Q6 w - - 5 70,-1.0,-1.0
8/2R5/3rKN2/4b3/8/5n2/8/2B1k3 w - - 15 62,-0.344,-0.301
3nN3/2Rr3q/6k1/4Q3/8/2K5/8/8 w - - 11 59,1.0,1.0
1B6/4q3/4b2n/2N1Q3/K5k1/8/8/8 w - - 2 36,0.525,0.496
6Q1/4b3/5k2/4n3/4B2q/3K4/4N3/8 w - - 9 30,-0.535,-0.535
