,fen,original,rot180,difference
49504,B2K1k2/8/3N4/6n1/1B1b4/8/8/2b5 w - - 11 62,0.068,0.091,0.022999999999999993
11326,1k6/6q1/8/Q7/8/2n4R/4r3/1NK5 w - - 8 53,0.192,0.215,0.022999999999999993
5842,2k5/3n4/1K2N3/8/8/8/8/Bb1b3B w - - 14 48,0.142,0.119,0.022999999999999993
40298,k6b/6n1/8/2N5/7K/N6B/4n3/8 w - - 19 66,0.049,0.072,0.022999999999999993
30886,3B4/2r2K2/5R1b/8/8/5Q2/7k/2q5 w - - 4 63,0.173,0.15,0.022999999999999993
14387,1K5r/8/2N1R1Q1/8/2q5/n6k/8/8 w - - 8 39,0.257,0.234,0.022999999999999993
42662,1N6/8/1Q6/3r4/8/1R1K4/6q1/5k1n w - - 5 61,-0.172,-0.149,0.022999999999999993
3476,1n6/N7/8/7r/K7/6nk/5RN1/8 w - - 1 67,0.192,0.215,0.022999999999999993
30970,6n1/5n2/8/6k1/2QN4/8/K3N3/5q2 w - - 10 66,0.097,0.12,0.022999999999999993
40275,7K/2k5/8/1n6/8/4Q3/3N1B2/2q2b2 w - - 9 44,0.091,0.068,0.022999999999999993
34729,8/6R1/4K3/2r5/5N2/3R4/5k2/2n2r2 w - - 3 57,0.089,0.066,0.022999999999999993
35783,8/8/k7/2r5/2N5/8/1KRNn3/7n w - - 19 69,0.1,0.123,0.022999999999999993
17031,Q7/8/8/1k6/7K/1B1b4/4q1n1/6N1 w - - 2 44,-0.136,-0.159,0.022999999999999993
7801,2b1B3/K1kN3R/8/8/5rn1/8/8/8 w - - 1 40,0.244,0.221,0.022999999999999993
11411,3rk3/2B5/2b1NR2/8/8/8/2K5/n7 w - - 11 49,0.181,0.158,0.022999999999999993
49492,5R2/8/b7/7B/8/4bK2/8/B2kr3 w - - 5 49,0.071,0.048,0.022999999999999993
25850,3k4/5b2/8/8/8/n7/3B4/Kb1BN3 w - - 13 51,0.048,0.071,0.022999999999999993
49521,5q2/6RK/Q2N4/8/8/4n3/8/3rk3 w - - 8 48,0.092,0.069,0.022999999999999993
42172,8/2k3N1/8/8/6Q1/1n3N2/1n3K2/q7 w - - 7 69,0.123,0.146,0.022999999999999993
11005,8/8/2q1K2b/8/b5B1/3Q4/5B2/7k w - - 11 49,-0.189,-0.212,0.022999999999999993
28055,8/8/8/1K2B3/3r4/1n6/RN1b4/5k2 w - - 8 31,0.222,0.199,0.022999999999999993
31096,8/R7/3k4/K3r3/8/4r1nR/8/6N1 w - - 16 68,-0.128,-0.151,0.022999999999999993
31112,4N1Q1/2K2B2/8/k1n5/q5b1/8/8/8 w - - 15 50,-0.217,-0.194,0.022999999999999993
3478,8/R7/3r4/8/N1n3N1/7K/4n3/7k w - - 10 33,0.124,0.147,0.022999999999999993
18318,1b4n1/8/8/8/1B5r/KN6/4k3/R7 w - - 1 34,0.134,0.157,0.022999999999999993
25716,1R6/8/b3K3/8/4r3/5B2/2k2nN1/8 w - - 18 69,0.108,0.085,0.022999999999999993
9241,8/8/8/R2R4/3K1k2/8/1N1nr3/7r w - - 2 39,0.158,0.181,0.022999999999999993
39804,K7/5B2/4N3/4Q3/b7/3q4/n1k5/8 w - - 9 60,0.073,0.05,0.022999999999999993
21632,2B4R/8/6N1/8/8/5K2/b6r/2n4k w - - 13 69,0.237,0.214,0.022999999999999993
22496,8/8/3B4/5K2/6bk/1nR4N/8/1r6 w - - 14 57,-0.05,-0.073,0.022999999999999993
14177,6R1/8/3N3k/5B2/n6b/2r5/1K6/8 w - - 0 66,0.156,0.179,0.022999999999999993
27757,n2N4/4B3/6bK/8/7R/6r1/8/1k6 w - - 2 31,0.122,0.145,0.022999999999999993
16629,8/3K4/Q7/N7/5k2/2R1n3/3r4/3q4 w - - 11 60,-0.219,-0.242,0.022999999999999993
42082,8/1NR5/kr6/7n/3K4/8/4N2n/8 w - - 6 70,0.122,0.145,0.022999999999999993
35000,8/3b4/5QN1/B7/3K1nq1/1k6/8/8 w - - 7 30,0.172,0.149,0.022999999999999993
14476,7k/5RN1/r2r4/8/8/1R6/2n4K/8 w - - 14 65,0.121,0.144,0.022999999999999993
19109,5k1b/8/B7/q1K5/5n2/8/4Q3/6N1 w - - 4 33,-0.155,-0.178,0.022999999999999993
41464,4n3/8/8/3b4/4r3/N5R1/4K3/B1k5 w - - 7 40,0.106,0.083,0.022999999999999993
31227,8/3n4/8/5kr1/7K/8/1R5N/5Bb1 w - - 9 48,0.083,0.106,0.022999999999999993
34630,3r4/5k2/N7/5K2/n7/5R2/2N5/1n6 w - - 18 57,0.08,0.103,0.022999999999999993
16654,q7/3N4/B6n/b4k2/2Q5/8/8/K7 w - - 0 31,0.469,0.446,0.022999999999999965
27096,8/3NR3/1K6/3bn1r1/8/7B/8/4k3 w - - 2 57,0.415,0.392,0.022999999999999965
9353,8/4K3/1k2N3/8/8/7N/1q3n2/n4Q2 w - - 13 70,0.329,0.352,0.022999999999999965
21189,3r3b/3k4/R3b3/8/1K6/1B6/8/5B2 w - - 2 33,0.294,0.271,0.022999999999999965
14157,3R1B2/5r2/8/8/1K6/1b6/2k1Nn2/8 w - - 17 59,0.409,0.386,0.022999999999999965
32213,6q1/k7/8/6nQ/8/8/2r4K/6NR w - - 0 31,-0.262,-0.285,0.022999999999999965
3944,4b2K/n2q4/N4B2/8/8/7k/5Q2/8 w - - 20 65,0.387,0.41,0.022999999999999965
14391,6NR/3B4/7b/7k/K7/8/1r3n2/8 w - - 0 41,0.283,0.26,0.022999999999999965
42550,8/3b4/3N4/2R5/2B3k1/8/4n1K1/4r3 w - - 10 39,0.259,0.282,0.022999999999999965
14785,8/3k4/4n3/5N2/2bb2B1/8/3K3B/8 w - - 4 39,0.395,0.418,0.022999999999999965
14079,8/1N1K4/B1R5/8/4r3/8/n4k2/5b2 w - - 1 40,0.419,0.396,0.022999999999999965
32316,8/3K1N2/2r5/1k5n/8/1N6/2nR4/8 w - - 4 41,0.322,0.345,0.022999999999999965
14847,3B4/5K2/3N3Q/3k4/8/2nq2b1/8/8 w - - 1 64,0.449,0.472,0.022999999999999965
15380,8/1bN5/8/2k5/3b4/7B/n4B2/4K3 w - - 20 66,0.286,0.263,0.022999999999999965
16375,3n1q2/3K4/3N2n1/3Q4/4N3/5k2/8/8 w - - 11 54,0.915,0.938,0.02299999999999991
43501,8/1Q6/6n1/N3n1K1/8/6q1/N4k2/8 w - - 15 66,-0.2319999999999999,-0.209,0.02299999999999991
8499,2k5/8/8/3QK2n/1q6/r4R2/8/6N1 w - - 20 65,0.941,0.918,0.02299999999999991
9113,5q1b/8/8/8/1K4R1/7r/QB6/4k3 w - - 1 45,-0.937,-0.96,0.02299999999999991
29609,8/6KR/2q3n1/6r1/8/8/k4N2/4Q3 w - - 3 39,0.921,0.944,0.02299999999999991
11400,k7/1q6/r7/8/r5K1/4R3/2R5/5Q2 w - - 16 53,-0.952,-0.929,0.02299999999999991
13061,NQ6/5q1k/8/2K5/2n5/1R6/3r4/8 w - - 20 67,0.8119999999999999,0.789,0.02299999999999991
44321,1QK5/R7/8/2k5/5B2/1r4b1/8/3q4 w - - 3 59,0.925,0.948,0.02299999999999991
15443,3R4/k1K2B2/8/1bn5/5N2/8/8/2r5 w - - 2 66,-0.82,-0.797,0.02299999999999991
27317,7q/1k6/6B1/Q7/2B5/3K4/7b/6b1 w - - 2 33,0.934,0.957,0.02299999999999991
26589,3bk3/6q1/8/8/3r4/5K1R/1B6/5Q2 w - - 13 63,0.826,0.803,0.02299999999999991
26005,N7/8/2R5/5n2/2nk2r1/8/8/1K5N w - - 6 52,-0.538,-0.5609999999999999,0.02299999999999991
26536,4n3/k7/2R5/4r3/8/8/q4KN1/3Q4 w - - 5 68,0.09,0.1129999999999999,0.02299999999999991
3455,8/8/5B2/4R3/5K2/5Q2/1b1q2rk/8 w - - 2 63,-0.664,-0.6869999999999999,0.02299999999999991
12122,5K2/2k1B3/Q7/3b4/8/1q6/7n/4N3 w - - 7 54,0.784,0.8069999999999999,0.02299999999999991
43154,2b5/2k3N1/8/5B2/8/1R6/K2n4/5r2 w - - 1 67,0.179,0.2019999999999999,0.02299999999999991
6759,4K2k/2n5/8/8/B7/7N/b2q4/7Q w - - 6 35,-0.546,-0.569,0.02299999999999991
42538,7n/q7/4Q1R1/2K5/8/8/N7/1r5k w - - 4 40,-0.937,-0.96,0.02299999999999991
19761,8/N7/7b/3n4/6k1/8/3r3K/RB6 w - - 10 47,-0.947,-0.924,0.02299999999999991
13321,k3q3/1n6/8/nK1N4/8/3N3Q/8/8 w - - 8 65,0.25,0.2729999999999999,0.02299999999999991
43655,7k/7q/Q7/1nr5/R7/N2K4/8/8 w - - 0 30,-0.958,-0.935,0.02299999999999991
28317,8/7N/1R4N1/8/2k3r1/5n2/8/5n1K w - - 10 51,-0.815,-0.792,0.02299999999999991
10989,1q6/8/3r1r2/3k4/6Q1/8/2R2R2/1K6 w - - 13 51,0.945,0.922,0.02299999999999991
29744,8/4r3/K4NQ1/R7/8/2k3n1/8/4q3 w - - 4 33,0.925,0.948,0.02299999999999991
14094,8/6R1/5Q1b/6Br/1q6/8/2k2K2/8 w - - 3 45,0.924,0.947,0.02299999999999991
9685,2b3K1/2k2BB1/7q/8/3Q4/4b3/8/8 w - - 3 60,0.821,0.798,0.02299999999999991
28450,6q1/1r6/7Q/8/8/7K/1n1N1R2/k7 w - - 0 39,0.927,0.95,0.02299999999999991
36092,4K3/2bb2q1/2B5/8/8/7k/3B4/2Q5 w - - 1 36,0.917,0.94,0.02299999999999991
17142,1K6/5Q2/3N3n/3R4/8/8/k1qr4/8 w - - 15 56,0.943,0.92,0.02299999999999991
7566,1b6/3K4/1k6/5B2/7Q/5R2/3qr3/8 w - - 0 32,0.661,0.6839999999999999,0.02299999999999991
14246,8/8/4R3/r6b/4B3/3N4/5K1k/n7 w - - 2 33,0.207,0.2299999999999999,0.02299999999999991
42330,1r6/8/6k1/1B6/4K3/2qQ4/3b1R2/8 w - - 15 66,0.951,0.928,0.02299999999999991
36901,8/8/rn6/8/8/1K1N1k2/6r1/4R1R1 w - - 7 54,0.1689999999999999,0.146,0.02299999999999991
49526,4n3/b6r/1K6/8/1N1R4/k3B3/8/8 w - - 17 57,-0.0969999999999999,-0.074,0.02299999999999991
20305,8/8/R2R4/3K4/1k6/4r2r/8/5nN1 w - - 2 32,0.932,0.955,0.02299999999999991
8019,6Q1/2r4B/2k5/8/8/7K/8/Rb2q3 w - - 19 63,0.8119999999999999,0.789,0.02299999999999991
36382,K4R2/8/6r1/8/rbB5/8/5R2/6k1 w - - 9 55,-0.935,-0.958,0.02299999999999991
32104,1B2b3/6bK/5k2/6q1/8/BQ6/8/8 w - - 8 32,0.2009999999999999,0.178,0.02299999999999991
40957,R7/8/1N6/4nn2/8/5r2/N7/3k2K1 w - - 4 57,-0.043,-0.0659999999999999,0.02299999999999991
11071,3k4/8/2r5/8/8/1q1b2B1/4Q3/5KR1 w - - 6 35,-0.947,-0.924,0.02299999999999991
15110,8/3b4/4k3/4N3/5K2/4Rn2/2B5/5r2 w - - 12 40,0.383,0.4059999999999999,0.02299999999999991
37485,3R4/5B2/7K/2r5/5q2/5k2/Q4b2/8 w - - 5 31,-0.921,-0.944,0.02299999999999991
224,8/3N4/q2b4/n7/1k6/4Q3/2B5/3K4 w - - 5 53,0.8029999999999999,0.78,0.02299999999999991
43212,8/7N/4q1n1/8/R7/Q7/K5k1/5r2 w - - 5 58,-0.938,-0.915,0.02299999999999991
4013,6k1/5rq1/8/7R/b7/7Q/8/3KB3 w - - 3 34,-0.783,-0.8059999999999999,0.02299999999999991
19891,1B6/K7/B7/b7/6k1/5b2/1n6/6N1 w - - 2 56,0.545,0.568,0.02299999999999991
8366,8/2K5/8/1Q1N4/8/2R5/4r3/1n2q2k w - - 0 65,0.3409999999999999,0.318,0.02299999999999991
24036,1r6/8/1n6/4N3/1k1r4/8/8/K4R1R w - - 3 31,0.939,0.916,0.02299999999999991
1549,8/8/2B5/2QB4/3K4/8/6bb/1q3k2 w - - 16 51,0.949,0.926,0.02299999999999991
41392,5K2/3r4/2k1n1N1/7R/8/2n5/2N5/8 w - - 0 41,-0.0669999999999999,-0.044,0.02299999999999991
7541,5KQ1/1k6/6B1/q7/b7/3N4/8/n7 w - - 15 58,0.148,0.1709999999999999,0.02299999999999991
1964,3q4/6BQ/k6b/8/4B3/8/3b1K2/8 w - - 9 48,0.2689999999999999,0.246,0.02299999999999991
17615,5K2/k5N1/8/8/8/4n3/8/1N2Qnq1 w - - 11 40,0.204,0.2269999999999999,0.02299999999999991
6352,1B1N4/8/7k/8/r1b5/2K5/3R4/6n1 w - - 0 54,0.211,0.2339999999999999,0.02299999999999991
961,5R2/1Q6/1K6/5B2/5k2/8/3b1q2/6r1 w - - 8 32,0.087,0.1099999999999999,0.02299999999999991
4134,k4K2/q5Q1/5N2/8/6nr/8/8/1R6 w - - 6 30,0.796,0.819,0.02299999999999991
23707,3r4/4b3/8/8/5K2/7R/1r1k1B2/6R1 w - - 4 31,0.2009999999999999,0.178,0.02299999999999991
10312,5k2/8/3K3q/1Q6/6B1/4r3/2b5/6R1 w - - 11 45,-0.93,-0.953,0.02299999999999991
1998,3B1b2/8/2R1K3/8/2R5/5kr1/7r/8 w - - 13 47,0.796,0.819,0.02299999999999991
31765,8/3k3B/7N/8/8/q4Q2/2n2K2/1b6 w - - 8 45,0.206,0.2289999999999999,0.02299999999999991
36590,7Q/7b/1K1k4/8/8/2rq4/8/4B2R w - - 0 37,0.955,0.932,0.02299999999999991
5576,8/5n2/8/k7/6N1/2bB2QK/8/3q4 w - - 9 55,0.787,0.8099999999999999,0.02299999999999991
17586,3K2Q1/6N1/8/2n5/7B/8/3q3b/k7 w - - 4 37,-0.781,-0.8039999999999999,0.02299999999999991
25721,2B5/b1Q5/7N/7K/8/q4k2/3n4/8 w - - 5 65,0.0819999999999999,0.059,0.02299999999999991
15572,K7/3N1k2/5r2/2Q5/8/8/4Rn2/7q w - - 12 67,0.795,0.818,0.02299999999999991
32175,1q5r/8/1n6/3k4/8/8/4Q2N/3K2R1 w - - 1 56,0.802,0.825,0.02299999999999991
24415,3q1n1Q/8/8/3b4/3B4/8/8/2k1K2N w - - 3 32,0.1669999999999999,0.144,0.02299999999999991
30814,1n1k4/8/QK6/8/1q6/1b6/8/BN6 w - - 9 56,-0.942,-0.919,0.02299999999999991
39942,4qN2/8/2n5/2kr4/5Q1R/8/3K4/8 w - - 8 69,-0.939,-0.916,0.02299999999999991
9882,1N1Q4/KR6/8/8/6k1/8/5rn1/5q2 w - - 1 43,0.5519999999999999,0.529,0.02299999999999991
40546,3Q4/1K6/2B5/7q/8/5n1k/8/3N3b w - - 5 44,0.0819999999999999,0.059,0.02299999999999991
17808,2q5/2b5/5QB1/8/4R3/7K/r1k5/8 w - - 8 62,0.928,0.951,0.02299999999999991
6995,8/8/7R/5q2/7Q/5r2/k2n1K2/3N4 w - - 5 37,-0.816,-0.793,0.02299999999999991
20083,n7/8/3B1b2/8/5N1K/5R2/8/1r4k1 w - - 7 41,0.933,0.956,0.02299999999999991
39688,8/5B1b/8/8/R5q1/6k1/2K5/Q2r4 w - - 11 50,-0.96,-0.937,0.02299999999999991
24625,7q/8/K6r/8/8/5R1N/4Q3/2kn4 w - - 9 30,-0.931,-0.954,0.02299999999999991
31548,3r4/4q3/4R3/8/1b1K4/1Q1B4/3k4/8 w - - 1 48,-0.94,-0.917,0.02299999999999991
13834,7Q/8/6NR/8/8/6K1/3nq3/1k3r2 w - - 7 36,-0.93,-0.953,0.02299999999999991
27505,b6k/b2r4/6K1/8/2B5/8/8/R5B1 w - - 7 34,0.951,0.928,0.02299999999999991
8483,3K2b1/n7/6B1/r7/k2N4/1R6/8/8 w - - 5 33,0.927,0.95,0.02299999999999991
32523,2K5/3Q4/k7/2r5/8/3R4/1R6/3q2r1 w - - 9 50,-0.8340000000000001,-0.857,0.02299999999999991
28190,1K1Q4/3N4/1R2r3/n4k2/8/3q4/8/8 w - - 11 66,0.918,0.941,0.02299999999999991
24441,1K6/8/7N/3brR2/8/5n2/5k2/2B5 w - - 9 44,0.93,0.953,0.02299999999999991
21178,1K6/8/1B3Q2/1b6/8/3k4/8/4qN1n w - - 2 46,0.823,0.8,0.02299999999999991
18722,5k2/2b1r3/8/2R5/1B3K1R/8/r7/8 w - - 10 37,0.95,0.927,0.02299999999999991
19897,2r5/4R3/6N1/B7/1K1k4/8/5b2/n7 w - - 3 57,0.443,0.4659999999999999,0.02299999999999991
32352,4B3/7R/7B/8/r7/kb6/8/1K1b4 w - - 11 46,0.935,0.958,0.02299999999999991
29417,8/1R6/7r/4R3/2r1N1k1/n7/5K2/8 w - - 4 49,0.21,0.2329999999999999,0.02299999999999991
36976,8/3K1B2/Q4R2/8/8/2q1k3/1r1b4/8 w - - 7 44,0.932,0.955,0.02299999999999991
2529,6b1/1K6/7n/8/7B/2r5/2k1NR2/8 w - - 7 44,0.57,0.547,0.02299999999999991
48246,Q2N4/8/8/5k2/Bnq5/1b6/8/3K4 w - - 11 50,-0.03,-0.0529999999999999,0.022999999999999902
29195,5qk1/1n4N1/8/6Q1/3r3K/8/8/R7 w - - 12 40,0.002,0.0249999999999999,0.022999999999999902
48247,3b4/1k3B1q/8/6K1/2Q5/8/8/1b4B1 w - - 9 54,-0.023,-0.0459999999999999,0.022999999999999902
48177,1NK1B3/6k1/8/8/3b4/5nq1/Q7/8 w - - 10 35,0.058,0.0809999999999999,0.022999999999999902
38617,5k2/2KBq3/2b5/7B/8/3Q4/6b1/8 w - - 2 59,-0.0069999999999999,0.016,0.022999999999999902
34272,7R/4r3/8/1k6/1n4b1/1N6/8/B1K5 w - - 9 37,0.0469999999999999,0.024,0.022999999999999902
32581,8/4r3/8/8/B7/5k2/1Q1b3q/R1K5 w - - 14 48,-0.01,0.0129999999999999,0.022999999999999902
33717,6r1/2b5/1r1k4/B1R4R/7K/8/8/8 w - - 6 33,0.0539999999999999,0.031,0.022999999999999902
39830,2n1Q3/1k6/2r5/1N6/5q2/8/R5K1/8 w - - 5 43,0.001,0.0239999999999999,0.0229999999999999
19872,8/8/1Q3N2/1B6/2K2qn1/8/8/3bk3 w - - 3 68,-0.012,-0.0349999999999999,0.0229999999999999
38950,1N1B4/4n3/N7/5K2/7b/8/8/2n3k1 w - - 13 55,0.0419999999999999,0.019,0.0229999999999999
32784,6K1/8/6r1/1k6/r6q/8/Q4R1R/8 w - - 12 40,0.009,-0.0139999999999999,0.0229999999999999
24811,r4K1B/k2b4/2q5/8/8/8/5R2/4Q3 w - - 6 39,0.001,0.0239999999999999,0.0229999999999999
19367,K5Q1/1Bq5/8/8/8/k6r/7b/6R1 w - - 9 35,0.019,0.0419999999999999,0.0229999999999999
38141,2K5/6b1/b5k1/8/8/8/B6Q/q6B w - - 3 39,-0.013,0.0099999999999999,0.0229999999999999
33415,5BQ1/1K6/6N1/6q1/8/3k4/8/n6b w - - 8 64,-0.0349999999999999,-0.012,0.0229999999999999
19463,R7/4B3/8/4b3/1K6/5r2/4qk2/1Q6 w - - 8 46,0.0269999999999999,0.004,0.0229999999999999
25122,7R/7B/8/K6b/8/6k1/1R6/r6r w - - 2 48,-0.018,0.0049999999999999,0.0229999999999999
7824,8/3Q4/8/8/5q1N/1K4k1/8/1r4nR w - - 2 44,0.008,0.0309999999999999,0.0229999999999999
38119,k7/8/8/7q/7N/4n3/1Kb4Q/4B3 w - - 9 60,0.0,-0.0229999999999999,0.0229999999999999
13343,4K3/2q1Q3/1k1N4/4r3/6n1/5R2/8/8 w - - 11 45,-0.018,0.0049999999999999,0.0229999999999999
38578,7B/8/1r6/7b/1b5B/6R1/K6k/8 w - - 7 57,0.0119999999999999,-0.011,0.0229999999999999
15611,1B6/B1R5/8/1r1K4/8/b7/7k/3b4 w - - 7 49,0.062,0.0849999999999999,0.022999999999999896
31219,8/7R/1Q6/7N/q5K1/8/4r3/n3k3 w - - 0 30,0.1169999999999999,0.094,0.022999999999999896
49477,r7/k7/1n6/1rNR4/8/5K2/8/3R4 w - - 0 51,0.076,0.0989999999999999,0.022999999999999896
48215,6b1/k7/B7/K2n4/8/B2N4/2b5/8 w - - 3 33,0.045,0.0679999999999999,0.022999999999999896
29209,8/b7/1n6/1r6/8/2k1B1K1/5N2/3R4 w - - 8 51,0.046,0.0689999999999999,0.022999999999999896
40754,2rn4/3N4/b5B1/k7/8/6K1/2R5/8 w - - 12 52,0.046,0.0689999999999999,0.022999999999999896
48962,7k/8/4r3/5R2/8/n5KN/4b1B1/8 w - - 4 46,0.062,0.0849999999999999,0.022999999999999896
18110,4r3/k7/b7/3K4/8/b1B5/1R4B1/8 w - - 5 42,0.078,0.1009999999999999,0.022999999999999896
31490,8/1Q6/8/8/3K2k1/7n/1R1N4/r2q4 w - - 3 64,0.1149999999999999,0.092,0.022999999999999896
15848,7r/8/1q3K1k/8/1B4R1/1b6/4Q3/8 w - - 8 57,0.114,0.1369999999999999,0.022999999999999896
5134,7k/r7/3q4/6b1/4R3/3K4/2B5/4Q3 w - - 0 63,-0.062,-0.0849999999999999,0.022999999999999896
41384,8/3R4/8/4B1k1/5r1b/7r/R7/7K w - - 10 49,0.061,0.0839999999999999,0.022999999999999896
41651,3R4/B3R3/8/7b/6r1/4K3/8/1r4k1 w - - 4 56,0.1009999999999999,0.078,0.022999999999999896
40080,1R2R3/4N1k1/8/8/3n4/5r2/8/K3r3 w - - 10 63,-0.047,-0.0699999999999999,0.022999999999999896
40148,4Bb2/6r1/8/N7/R7/8/2n2K2/3k4 w - - 4 40,0.0699999999999999,0.047,0.022999999999999896
6362,8/6bN/8/4n3/B7/5b2/1B3K2/7k w - - 4 33,0.0829999999999999,0.06,0.022999999999999896
40262,8/K3bk2/2R5/8/5B2/5B2/8/1r2b3 w - - 7 55,0.045,0.0679999999999999,0.022999999999999896
47732,2k5/3r4/8/8/1R4br/2B5/8/2KR4 w - - 16 69,0.034,0.0569999999999999,0.022999999999999896
48743,4k3/1R1r4/8/8/4B1b1/1K6/8/5bB1 w - - 6 32,0.06,0.0829999999999999,0.022999999999999896
26433,3n1K2/8/1R5N/4N3/7k/2r5/8/6n1 w - - 6 46,0.1169999999999999,0.094,0.022999999999999896
16910,8/7B/2kb4/7R/6Q1/3K4/1r3q2/8 w - - 0 38,0.062,0.0849999999999999,0.022999999999999896
25351,4K3/1B6/5R1N/5b1k/5r2/8/8/2n5 w - - 10 34,0.0699999999999999,0.047,0.022999999999999896
19514,8/3Q4/B1R5/2b4K/1q6/8/2k3r1/8 w - - 6 61,0.0829999999999999,0.06,0.022999999999999896
30049,5nr1/8/8/4r3/6k1/KR3RN1/8/8 w - - 7 32,0.0849999999999999,0.062,0.022999999999999896
13023,3K4/8/8/8/3k1n2/3q4/5r1N/1Q5R w - - 4 48,0.1609999999999999,0.138,0.02299999999999988
14675,6Q1/1k4N1/1n1r4/6R1/8/8/1q4K1/8 w - - 1 32,-0.2,-0.2229999999999999,0.02299999999999988
7229,q4r2/1K1N4/6k1/1n6/4R3/8/3Q4/8 w - - 8 51,-0.201,-0.2239999999999999,0.02299999999999988
37867,1KR5/2R5/8/1r1kr3/4b3/7B/8/8 w - - 12 40,-0.0019999999999999,0.0209999999999999,0.022999999999999802
44076,6R1/k7/5q1b/8/1r6/1B6/1K4Q1/8 w - - 5 51,0.0059999999999999,-0.0169999999999999,0.022999999999999802
37875,3n4/2N5/3Bb3/r7/8/5k2/8/4R2K w - - 6 51,0.0199999999999999,-0.0029999999999999,0.0229999999999998
45109,8/2B5/K7/8/3nb3/2k4q/5Q2/2N5 w - - 1 42,-0.0089999999999999,0.0139999999999999,0.0229999999999998
33690,8/3k1b1K/8/2Qb4/7B/8/1B6/3q4 w - - 6 56,-0.0029999999999999,0.0199999999999999,0.0229999999999998
27849,6K1/B7/6q1/3k4/2b5/7Q/6n1/3N4 w - - 10 49,-0.136,-0.1139999999999999,0.022000000000000117
22215,8/7Q/4n3/rq6/8/8/1k3N1R/5K2 w - - 11 69,0.0479999999999999,0.07,0.02200000000000011
29359,1K3q2/5n2/6b1/2k5/2N5/2Q5/B7/8 w - - 15 48,0.0479999999999999,0.07,0.02200000000000011
2715,B7/8/8/4n3/8/6K1/3n4/N2N1kb1 w - - 5 42,0.106,0.0839999999999999,0.022000000000000103
40174,3nK3/8/4n3/B2N4/1N4k1/8/8/5b2 w - - 9 48,0.064,0.0419999999999999,0.022000000000000103
40177,k7/3rb3/7R/8/6N1/n2BK3/8/8 w - - 11 58,0.0419999999999999,0.064,0.022000000000000103
8810,8/3R3Q/2qB1k2/3r4/8/8/2b5/1K6 w - - 0 46,-0.1609999999999999,-0.183,0.022000000000000103
27021,8/8/8/1r1r1K2/R6N/8/7R/5kn1 w - - 11 45,0.1109999999999999,0.133,0.022000000000000103
49470,5k1K/B4b2/5N2/6nr/8/4R3/8/8 w - - 7 58,0.0989999999999999,0.121,0.022000000000000103
46228,8/8/7r/1Q3R2/6k1/3b2q1/4K3/3B4 w - - 13 57,0.0069999999999999,0.029,0.022000000000000103
29050,2k5/5B2/8/r7/b7/6BK/7R/1b6 w - - 2 61,0.0329999999999999,0.055,0.022000000000000103
46967,4R3/1b6/4n1r1/2k4N/8/7B/8/7K w - - 0 59,-0.0349999999999999,-0.057,0.022000000000000103
38192,4n1N1/8/5b2/8/3nK3/8/N5k1/3B4 w - - 9 36,0.056,0.0339999999999999,0.022000000000000103
40311,B3r3/5nk1/1N6/8/R7/3K2b1/8/8 w - - 5 36,0.0279999999999999,0.05,0.022000000000000103
29215,1K4b1/2B5/4R3/5B2/8/5k2/3r1b2/8 w - - 1 43,0.062,0.0399999999999999,0.022000000000000103
45591,8/r7/5b2/8/8/4K3/1n4k1/3BRN2 w - - 0 37,0.032,0.0099999999999999,0.022000000000000103
48511,8/1R6/R7/1K6/5r2/6r1/4B2b/1k6 w - - 0 63,0.064,0.0419999999999999,0.022000000000000103
38199,8/8/8/r7/2R3Q1/8/2n2N2/1qk1K3 w - - 15 58,0.049,0.0269999999999999,0.022000000000000103
38961,n5k1/8/8/4b3/3r4/N7/5K2/2B2R2 w - - 5 39,0.0199999999999999,0.042,0.022000000000000103
8878,8/5n1n/8/1K1N4/8/7r/N1k5/6R1 w - - 1 55,0.185,0.1629999999999999,0.022000000000000103
40958,6rn/8/r2K4/5N2/8/1R6/7R/2k5 w - - 11 47,0.101,0.0789999999999999,0.022000000000000103
48728,2k5/4K3/8/5N2/1r5b/8/1n5B/5R2 w - - 9 47,0.0839999999999999,0.106,0.022000000000000103
48465,n4K2/8/8/N2k4/3bq3/Q1B5/8/8 w - - 7 36,0.0569999999999999,0.079,0.022000000000000103
47934,k6K/8/2N2b2/8/2N3B1/8/n5n1/8 w - - 1 58,0.0409999999999999,0.063,0.022000000000000103
18916,N6B/8/8/1q6/8/3b3k/6n1/2K3Q1 w - - 4 47,-0.1609999999999999,-0.183,0.022000000000000103
34780,3k4/8/6R1/8/8/3KN2r/1R5n/2r5 w - - 2 55,0.0829999999999999,0.105,0.022000000000000103
42563,8/4k2r/1R6/1N4R1/2K1r3/8/8/1n6 w - - 2 43,0.1309999999999999,0.153,0.022000000000000103
24363,8/3R4/1K1n2r1/1N1k4/8/6q1/8/Q7 w - - 0 55,0.256,0.2339999999999999,0.022000000000000103
31802,6k1/3N4/2R5/7n/1r2r3/R1K5/8/8 w - - 4 40,0.193,0.1709999999999999,0.022000000000000103
12062,2b4K/3n3B/2N4k/6b1/8/8/2B5/8 w - - 9 48,-0.057,-0.0349999999999999,0.022000000000000103
49194,1b2N1B1/5Q2/7K/2kn4/8/8/8/2q5 w - - 9 36,-0.121,-0.0989999999999999,0.022000000000000103
