CONFIGURATION:
experiment file = experiments/transformation_invariance_testing.py
git branch = main
git commit hash = 89efbbfa12241eb7b13b5f2f3bd8c534d7a9f1d5
uncommitted changes = True
seed = 42
engine_config_name = stockfish_classic_local_81000_nodes.ini
data_config_name = fens_board_transformations.ini
address = 127.0.0.1
port = 60004
password = password
remove_pawns = False
num_positions = 50000
transformations = ['rot90', 'rot180', 'rot270', 'flip_diag', 'flip_anti_diag', 'flip_hor', 'flip_vert']
result_subdir = 

fen,original,rot90,rot180,rot270,flip_diag,flip_anti_diag,flip_hor,flip_vert
8/2r4n/2n5/1R4N1/8/7K/8/3k3N w - - 8 34,32,18,24,32,21,22,29,18
8/2R2Q2/3b4/8/5K1k/q3B3/8/7r w - - 7 41,0,0,-22,0,0,0,0,0
5q2/4k3/3r4/8/8/KR6/8/2b1B2Q w - - 6 41,0,0,0,0,0,0,0,0
1b3k1K/3R4/8/8/3BBb2/8/8/2r5 w - - 4 51,0,0,0,0,0,0,0,0
k3B3/8/4N1N1/7K/8/2n2n2/8/6b1 w - - 10 41,35,33,40,42,41,39,36,42
K1q5/7N/N7/8/4n3/5n2/2k5/Q7 w - - 10 65,-39,-64,-40,-29,-28,-54,-60,-40
8/1B6/2K5/5n2/N2bk3/8/7Q/4q3 w - - 9 30,0,0,0,0,0,0,0,0
3N2r1/2K4k/5n2/6q1/8/8/1R4Q1/8 w - - 1 30,0,0,0,0,0,0,0,0
8/3rk2B/8/8/8/8/1B2bb2/1KR5 w - - 7 65,15,19,19,11,11,16,15,46
6b1/8/B7/2K5/8/2B5/b4k1N/4n3 w - - 5 30,3,3,3,0,3,4,3,3
3K4/3R4/5Q2/1N6/8/8/q7/5nrk w - - 13 44,0,5,0,0,0,3,8,0
7N/r2rk2n/8/5R2/1K6/8/8/6R1 w - - 4 62,0,0,0,0,0,3,0,0
nb6/8/2K5/6N1/1kB5/8/7q/2Q5 w - - 4 54,0,0,0,0,0,0,0,0
1b6/7B/K1R1B3/7b/8/8/3r4/k7 w - - 5 57,11,11,11,11,11,11,11,11
1r2b3/k1b4K/4B3/8/7B/8/5R2/8 w - - 16 52,3,0,15,0,10,3,0,12
1r1r4/8/3BK2k/8/6R1/1b3R2/8/8 w - - 6 40,0,0,0,0,0,0,0,0
6B1/3B2b1/8/8/5R2/2r5/K2kb3/8 w - - 3 47,-27,-22,-27,-18,-3,-31,-31,-25
8/3q2nk/K7/2B5/4b3/8/8/2Q1N3 w - - 17 63,-47,-42,-51,-23,-25,-73,-73,-38
1B5K/8/1n2N3/8/4b3/5kr1/8/3R4 w - - 13 60,27,27,22,30,30,27,30,19
6r1/3R4/1r6/8/7b/3B4/2R5/k5K1 w - - 9 31,0,0,0,6,3,0,0,0
4k3/8/3q2n1/8/8/2r5/5KN1/RQ6 w - - 2 53,0,-3,0,0,0,0,0,0
B1k2N2/3r4/4b3/1K6/3n1R2/8/8/8 w - - 7 39,0,0,0,3,0,0,0,3
8/b7/5b2/8/1K6/2N5/6BB/n1k5 w - - 0 66,15,14,8,11,11,12,12,3
7b/1Q6/B7/4b3/8/2B4q/3K4/6k1 w - - 4 37,0,0,0,0,0,0,0,0
8/6K1/r5N1/4R3/3B4/8/4b3/5kn1 w - - 11 36,21,29,14,34,14,20,17,15
7k/8/7r/2N5/5K2/3R3B/2b5/7n w - - 4 43,8,18,12,11,11,12,11,16
8/7r/rk6/8/1N6/2R5/2R5/2K1n3 w - - 6 47,36,40,39,30,41,39,28,47
3R4/r7/k7/5n2/6b1/1K6/6B1/7N w - - 17 69,0,0,0,0,0,0,0,1
8/4r3/3q2k1/8/5K2/nR5Q/8/6N1 w - - 14 66,0,0,0,0,0,0,0,0
3k4/1n5K/R7/8/5R2/8/1rr5/6N1 w - - 4 47,0,0,0,4,12,0,0,8
6Q1/8/1R6/8/8/r5K1/5R2/2r1k2q w - - 9 70,-792,-963,-793,-540,-1039,-1048,-933,-2864
n2K4/5b2/5B2/N7/2r5/8/4k3/7R w - - 11 41,48,47,45,45,46,46,49,42
1Q4B1/3K4/6k1/2q5/8/8/R7/5r1b w - - 12 62,596,714,657,765,659,738,737,729
1k3B2/8/4Q3/4b3/2B3K1/3b4/4q3/8 w - - 4 58,-395,-270,-2925,-245,-234,-241,-261,-278
k7/4r3/4b3/8/3r2B1/6K1/4R3/1R6 w - - 10 37,102,101,113,103,94,98,89,103
1b6/4bB2/8/1r6/6K1/2B2R2/8/7k w - - 10 56,31995,31995,31995,31995,31995,31995,31995,31995
8/4r3/6k1/2KQ4/8/5N2/2q5/R3n3 w - - 16 51,-409,-359,-538,-495,-408,-361,-483,-454
6n1/8/8/2n2r1k/N1K5/8/R3N3/8 w - - 3 59,73,79,81,76,70,81,78,80
8/2k5/2n3N1/3K2R1/8/2q5/2r5/1Q6 w - - 9 33,-305,-282,-337,-298,-335,-319,-297,-296
R7/2R5/7N/5r1n/8/3k4/5r2/3K4 w - - 4 42,158,168,47,160,163,172,154,170
4Q3/6r1/k7/5Kq1/3R4/8/5N2/n7 w - - 4 38,-249,-235,-254,-257,-292,-236,-245,-249
2B5/k7/7B/5Q2/6K1/1q6/2b5/4b3 w - - 15 50,139,129,143,147,107,138,122,129
1Kr2b2/4n2B/4N3/8/8/8/k7/5R2 w - - 10 65,54,57,51,59,58,58,60,51
N7/8/4n3/8/3k4/4bK2/8/3q1B1Q w - - 7 59,-287,-279,-291,-247,-288,-284,-357,-298
3b4/8/K3B3/4B3/8/8/1N6/k1b2n2 w - - 1 69,9,8,0,7,8,7,11,1
5k2/1n3r2/5N2/1K5N/8/4n3/1R6/8 w - - 12 47,0,0,0,0,0,0,0,0
4QK2/8/1k2Br2/3b4/8/1q6/8/R7 w - - 2 32,-56,-47,-51,-54,-55,-51,-61,-52
7k/4r3/7B/N2R4/6K1/8/1b6/n7 w - - 17 57,3,10,11,4,8,16,0,5
8/1N1n4/4r3/8/8/k2b4/5BR1/K7 w - - 1 70,0,0,0,1,3,1,0,0
2q5/5b2/5BQK/8/1kb5/8/8/7B w - - 5 70,0,0,0,0,0,0,0,0
8/7n/QB5K/5q2/2N5/7b/8/7k w - - 3 53,11,11,57,11,11,62,11,7
4kr2/8/5nr1/R7/1N6/8/6K1/2R5 w - - 18 64,-31,-31,-31,0,-35,-35,-32,-35
8/3k1q2/8/8/7n/8/1Q3b2/3K1N1B w - - 7 56,0,0,11,4,24,7,0,11
8/4R3/r7/8/8/1B1N3n/4Kb1k/8 w - - 4 57,50,54,49,45,49,53,50,53
6B1/3k4/8/5NR1/4K3/8/2b2r1n/8 w - - 21 70,-35,-38,-49,-38,-36,-38,-39,-38
6n1/8/8/3K4/B2N4/4N1k1/7b/n7 w - - 9 33,18,16,12,19,18,22,19,14
3N4/2n2r2/7k/4n2N/8/8/8/1K5R w - - 11 40,27,34,31,27,28,34,28,34
2B5/3K4/8/8/2R2N1n/b7/8/3k3r w - - 9 37,22,27,8,16,18,11,26,3
K5N1/8/8/2n1b3/8/2k5/2B4q/2Q5 w - - 2 45,-37,-37,-16,-6,-47,-18,-49,0
3b4/8/1k5q/5Q2/8/6n1/2B5/K2N4 w - - 4 37,11,6,16,27,32,4,0,7
b7/2B5/5N2/8/5K1k/6n1/8/3bB3 w - - 1 35,47,46,45,45,45,46,46,43
8/4k2n/8/3Q4/8/4q3/3N2K1/2Bb4 w - - 8 31,0,0,0,0,0,0,0,0
b7/8/8/8/k6b/6R1/3B2K1/2Br4 w - - 13 60,-27,-26,-27,-27,-27,-26,-31,-23
2n4K/8/3b4/8/k7/8/3bBN2/B7 w - - 4 40,0,0,0,4,3,0,0,0
3N2Q1/8/8/2k3B1/4b3/6n1/1q6/3K4 w - - 14 54,0,0,0,0,11,3,0,0
b7/1R6/1K2b3/8/8/1B2r3/B7/7k w - - 11 59,0,0,0,0,0,0,0,0
4R3/5B2/8/4K3/8/1R6/1br5/4k2r w - - 9 35,0,0,0,0,0,3,3,0
2R2R2/8/2KQ4/8/7q/3r4/3r4/7k w - - 6 52,0,0,0,0,0,0,0,0
5b2/2B2Bb1/5K2/2k5/7r/1R6/8/8 w - - 18 62,0,0,0,0,0,0,0,0
5n2/8/2n5/8/6N1/2K5/1R2N1k1/7r w - - 0 40,3,9,3,0,7,16,6,0
4K3/1b6/3B2qb/2Q5/7B/3k4/8/8 w - - 14 58,0,0,0,0,0,0,0,0
2kB2R1/1n6/2K5/4b3/2r5/8/N7/8 w - - 1 42,-39,-40,-40,-15,-22,-52,-49,-35
k5b1/8/6K1/8/5q2/3B2n1/3N4/2Q5 w - - 4 60,0,0,4,0,8,0,0,0
2q5/5K2/8/8/8/1Q5b/3Bn2N/k7 w - - 11 55,11,7,7,7,11,7,11,11
2q5/R3Q3/2r5/1N3K2/2n5/8/8/6k1 w - - 10 50,0,0,0,0,-6,0,0,0
2rnK3/5r2/6R1/3k4/8/8/8/2N1R3 w - - 8 62,32,40,39,39,36,31,39,31
4r3/2k5/7R/8/3N4/8/b6K/1n1B4 w - - 2 45,39,51,37,34,39,43,40,31
8/5K2/B1N5/2b5/8/2k3N1/1nn5/8 w - - 7 49,46,42,45,43,50,47,42,43
2QK4/2N5/8/8/2n5/1qr5/5k2/7R w - - 8 68,16,13,0,0,0,0,4,0
8/8/8/2Q5/BR6/r7/6bk/2K2q2 w - - 3 45,-51,-51,-50,-47,-46,-50,-74,-50
5b2/8/8/r4bB1/6B1/5KR1/8/5k2 w - - 9 55,5,7,13,1,4,13,13,3
k4B2/8/8/4n3/7R/3r4/1b4KN/8 w - - 17 63,36,46,47,44,50,36,44,52
8/3Bn3/5N1b/3b4/8/3K4/5B1k/8 w - - 4 41,11,11,11,7,11,11,11,11
3r4/8/1n4B1/3b4/8/k1KN4/8/3R4 w - - 8 70,1,0,0,0,3,0,0,3
8/2B5/8/Nk6/3n3K/7Q/8/q5b1 w - - 2 61,7,0,0,0,3,0,0,0
2k5/2N3R1/5N2/4r3/1n6/1n6/6K1/8 w - - 5 61,7,0,0,7,0,0,0,3
8/1K6/7k/5R1N/2n1N3/8/3r4/n7 w - - 14 57,8,30,31,13,2,11,20,36
8/8/8/R7/1N3N2/2n5/1n6/2r1K2k w - - 9 52,3,3,7,3,0,4,4,0
8/1N1n2n1/6k1/3K2q1/8/8/4Q2N/8 w - - 9 66,-32,-38,-46,-34,-21,-48,-76,-42
1B5B/8/2k5/6K1/8/2b1q3/3b3Q/8 w - - 2 31,-47,-61,-62,-54,-58,-78,-50,-60
8/4b3/2K5/B2B4/3b4/k7/1n6/4N3 w - - 3 39,15,50,11,11,11,11,11,11
8/NQ3B2/5k1K/5q1n/6b1/8/8/8 w - - 12 63,-11,-11,-11,-11,-11,-11,-11,-11
8/N4r2/k1NRn3/8/3n4/8/7K/8 w - - 17 67,41,38,46,46,49,38,42,50
Q6N/8/8/8/R7/r6q/1k1K4/7n w - - 8 64,0,0,0,0,0,0,0,0
2r5/7R/5Q2/8/2k5/2B1qK2/8/6b1 w - - 16 54,-3,-9,-14,-7,-11,-11,-16,0
8/4r2k/R7/3Bb2q/2Q5/5K2/8/8 w - - 15 60,0,0,0,0,0,0,0,0
8/B5q1/K1b5/2B3k1/8/7Q/1b6/8 w - - 8 30,0,0,0,0,0,0,0,0
6bq/8/2R5/8/5r2/Q7/4K3/4B2k w - - 1 43,-11,-32,-66,-20,-62,-85,0,-3
8/q7/1r6/4N3/8/8/1RK3k1/nQ6 w - - 6 39,0,28,7,0,8,34,0,0
8/2k1Bb2/5K2/7b/7n/4N3/8/5B2 w - - 13 51,3,0,7,4,8,0,3,4
2N5/4K1k1/8/3r4/8/6q1/8/2Q1nR2 w - - 6 50,21,50,43,37,31,31,3,30
4r2k/8/5R2/b7/8/3BK3/2R5/r7 w - - 18 58,0,0,0,0,0,0,0,0
8/1Bb2K2/4N2Q/q7/1n6/8/4k3/8 w - - 0 48,55,49,72,80,84,69,67,75
k1N5/8/6b1/8/6r1/8/K7/B2R2n1 w - - 13 64,10,7,28,8,7,14,16,19
6r1/8/7b/3K1N1k/2R5/8/8/B2n4 w - - 7 62,11,11,8,11,11,11,11,11
5R2/2K1B3/6k1/7r/8/R7/1b5r/8 w - - 3 44,8,1,8,0,3,3,0,9
2kr4/3n4/6Nb/B3K3/8/R7/8/8 w - - 18 64,7,11,8,8,5,3,3,3
B4R2/6rb/8/8/2R2K2/3r4/7k/8 w - - 6 49,3,3,3,3,3,3,1,0
8/1b2B3/8/1K6/1R4r1/8/4R3/2k3r1 w - - 3 41,0,0,0,0,3,4,3,0
3q1B2/8/7Q/5br1/8/5k2/1K6/7R w - - 9 43,0,0,0,0,0,0,0,0
8/7n/8/r1k5/8/8/1R2NRK1/r7 w - - 2 33,22,26,31,34,18,19,20,32
3b4/B7/8/3n3B/1b6/1k6/6KN/8 w - - 9 50,1,7,7,11,11,0,3,11
b3k3/8/B6B/8/7K/8/3R4/6rb w - - 8 40,0,0,0,0,0,0,0,0
6N1/8/b4rk1/4R3/B4n2/8/K7/8 w - - 6 61,26,27,27,27,26,31,23,27
1Q6/K7/8/3N4/3n3N/k7/8/qn6 w - - 3 46,7,8,0,12,8,11,0,0
1R6/5B2/7r/2N5/8/K6n/2b5/k7 w - - 2 69,299,259,277,866,2844,3041,223,282
7K/3Q4/r3R3/4N3/8/q1n5/6k1/8 w - - 12 55,492,431,473,444,433,423,483,424
2N5/Rn3q2/8/2k3r1/8/7Q/8/K7 w - - 1 49,503,480,455,455,438,468,466,454
N7/1r1q1n2/R7/4QK2/8/8/8/3k4 w - - 14 47,-529,-527,-277,-570,-471,-476,-606,-530
8/8/8/4r1B1/R5K1/8/2R5/1rb3k1 w - - 5 60,99,134,101,98,103,159,98,91
6N1/8/3q2k1/5n2/8/8/r7/1R2K2Q w - - 4 58,-314,-324,-331,-346,-345,-317,-275,-331
5k1N/2K3r1/8/1R6/8/2n5/5r2/1R6 w - - 13 46,-151,-160,-159,-148,-145,-160,-151,-163
7R/r7/1b6/8/1rk5/6K1/3B1R2/8 w - - 3 60,159,149,157,159,161,155,157,159
8/1r3q2/Q7/8/1b6/2RK4/8/1B1k4 w - - 3 59,733,3239,3410,801,3300,3329,3130,3398
5kr1/8/8/6r1/R2R4/5b2/2KB4/8 w - - 15 52,159,165,172,167,168,169,161,172
1bk5/3r4/7n/8/1R6/3N4/B1K5/8 w - - 3 58,161,167,165,161,164,163,153,165
k7/r2R4/4R2q/4K2r/8/3Q4/8/8 w - - 7 66,-2890,-2778,-1075,-2901,-718,-885,-2849,-3116
7k/2b5/3KQ3/5Bq1/8/8/R7/2r5 w - - 10 45,-341,-353,-354,-337,-354,-340,-340,-351
6q1/Q7/8/3r3n/8/1K6/1R6/N2k4 w - - 9 56,14,37,0,87,0,99,33,76
1n6/kr6/8/N2B4/R7/4K3/8/2b5 w - - 11 44,27,28,35,29,26,34,27,23
1k6/1q1r4/3r4/6K1/5R2/5Q2/7R/8 w - - 12 64,0,0,0,0,0,0,0,3
4n3/6r1/5k1N/5N2/R7/1n2K3/8/8 w - - 8 54,27,39,30,34,34,31,30,40
8/7N/2r2B2/8/3K4/3R4/4k3/1n4b1 w - - 20 64,-38,-34,-30,-36,-42,-34,-42,-30
R2N4/8/8/8/3n4/2n1r3/1N6/3K1k2 w - - 3 63,-41,-39,-36,-32,-32,-39,-43,-40
3K4/rb6/6R1/8/8/7B/5N2/k3n3 w - - 11 37,63,57,50,54,50,56,52,49
8/4n3/k7/2R5/2K2N2/1q2r3/8/7Q w - - 3 47,-42,-6,-19,-33,-36,-35,-30,-24
7n/8/2R2R2/8/8/1k2r3/r7/6NK w - - 8 61,68,50,51,58,44,48,67,48
5nn1/5N2/8/8/R3N3/7r/5K2/3k4 w - - 5 55,58,47,54,62,55,50,60,63
8/K7/1Q6/3B4/3bN3/3q4/2k5/2n5 w - - 2 66,-118,-124,-87,-113,-111,-122,-131,-96
R1B5/5b1N/8/8/8/3r1k2/6n1/2K5 w - - 3 45,55,46,46,39,39,48,50,45
B7/4b2N/8/R7/5n1K/1k6/6r1/8 w - - 6 64,-48,-47,-43,-53,-12,-40,-32,-15
3K4/1RB5/1b4r1/8/N7/3k2n1/8/8 w - - 19 63,52,49,42,47,49,44,48,44
8/3n1r2/3K4/R4N2/3R4/5k2/2r5/8 w - - 5 51,42,51,36,42,9,32,50,11
R2N3r/4K3/6r1/5R1n/8/8/8/3k4 w - - 16 64,32,18,12,24,24,13,28,25
2k5/8/2r5/8/K6b/3R2Bq/8/3Q4 w - - 8 47,7,15,20,19,15,13,14,15
1r3k1K/3b4/R7/7B/8/6R1/2r5/8 w - - 2 52,173,156,172,165,173,171,173,172
8/4R3/1K6/2Q5/4r3/8/2Nn2q1/2k5 w - - 6 34,2910,2958,2967,2939,2956,2976,2959,2944
8/8/N3n3/8/3Q4/1bK4B/2q5/2k5 w - - 13 64,-3279,-3395,-3407,-3070,-3416,-3103,-3293,-3321
7K/6B1/8/3r4/2b2k2/8/8/3rR1R1 w - - 7 31,155,150,146,156,149,145,155,148
8/Q7/1N2q3/5k2/B7/b7/8/3K1n2 w - - 13 47,401,426,395,407,409,403,386,421
5krq/8/K7/8/5B2/2b5/6Q1/6R1 w - - 3 54,31994,31994,31994,31994,31994,31994,31994,31994
1k5n/8/7K/3N4/8/r7/8/b3R2B w - - 2 54,31,27,29,23,38,17,23,19
3R4/k7/3N2K1/8/8/1b6/4r3/2B4n w - - 6 56,34,20,40,32,37,19,31,35
1Q6/N5q1/4r3/2R5/1K6/8/7n/7k w - - 10 33,-11,0,-15,-11,0,-15,0,-11
3K4/5r2/4b3/8/B1kq4/8/7R/7Q w - - 8 53,0,39,0,0,0,0,0,0
4N3/3Q4/8/4q3/4k2n/8/B5b1/6K1 w - - 12 40,0,0,0,0,0,0,0,0
QR6/8/3n4/5qk1/K7/1N1r4/8/8 w - - 8 68,0,0,0,0,0,0,0,0
3B4/6k1/7r/8/4b3/q7/7R/3Q2K1 w - - 3 39,0,0,0,0,0,0,0,0
8/1K4k1/6b1/4N3/2N5/3B2n1/8/2n5 w - - 2 49,41,46,46,39,38,42,42,42
1R6/rb4r1/8/8/8/1R6/1K1k4/5B2 w - - 4 66,12,3,0,8,0,5,16,0
1B2b3/8/2k5/2b2r2/8/4B3/1R3K2/8 w - - 18 60,0,0,0,0,0,0,0,0
6k1/4B1b1/4N3/2Q4K/8/8/4n3/3q4 w - - 17 70,0,0,0,12,8,9,39,4
7K/3r4/8/R7/4rn2/4k3/7N/2R5 w - - 0 30,-3,0,0,0,-3,0,-3,-7
8/2R5/K6k/B7/4R3/1r6/8/3b1r2 w - - 11 63,6,27,28,15,23,31,24,9
8/8/n5QN/1q6/4K3/7k/1n6/N7 w - - 12 57,0,0,0,0,0,0,0,0
1k1N1b2/8/B7/6r1/4R1n1/8/2K5/8 w - - 6 62,16,11,16,12,12,11,7,8
8/4r3/4r2K/3b4/1R4R1/3B3k/8/8 w - - 0 41,0,0,0,0,0,0,0,0
2K5/8/8/8/R7/B7/5R1b/1rr4k w - - 18 69,42,47,34,34,35,43,38,33
3q2N1/1k6/R7/1r2n3/8/8/Q7/7K w - - 1 57,0,0,0,0,0,0,0,0
8/B7/8/5N2/1k4r1/b2R4/8/3K1n2 w - - 6 64,8,12,14,16,25,8,11,13
2R4K/8/8/1b1b1k2/7B/8/6r1/7B w - - 8 35,23,26,21,160,26,148,22,22
8/3bB3/8/8/2k5/B4b2/4q3/1K4Q1 w - - 0 65,0,0,0,0,0,0,0,0
5N2/k5K1/q6n/8/8/r7/6QR/8 w - - 21 66,46,42,47,42,43,42,42,42
B1n3N1/7Q/8/6k1/8/8/8/1K1bq3 w - - 5 47,7,0,0,16,0,0,0,0
8/5n2/1n5r/K7/8/8/6RN/4k2N w - - 4 34,0,0,0,11,1,0,0,2
1R6/6b1/8/4r3/5K2/7k/7r/2B2R2 w - - 2 63,37,47,43,43,47,47,50,42
8/2k5/2B5/1K1R4/8/b7/B4b2/7r w - - 3 35,42,74,72,77,62,57,62,55
R7/K7/4R2N/2rn4/8/8/3k3r/8 w - - 7 50,-30,-44,-24,-32,-33,-33,-36,-34
1N2N3/2R5/6kn/8/8/3n4/r7/6K1 w - - 4 50,-23,-26,-14,-11,-17,-11,-14,-20
8/8/1K6/1N3N2/1R6/8/8/rnk3n1 w - - 12 47,9,12,9,14,13,12,11,5
4k1n1/1K6/8/5R1N/5Nn1/8/8/7r w - - 11 65,3,6,13,20,22,28,3,28
1R3B1n/3K4/8/8/7r/6k1/2N1b3/8 w - - 5 57,8,16,21,14,10,16,12,12
8/K6k/3R4/7r/8/4r3/1N5n/R7 w - - 20 66,3,1,6,0,0,8,8,6
N7/R7/1Q6/2r5/2q3nK/8/5k2/8 w - - 10 46,-1,-11,0,0,0,-3,-3,0
1KN5/1b6/n1qB2Q1/8/8/8/4k3/8 w - - 7 65,-7,-4,-3,-7,-13,-11,-7,-7
2b5/1R6/K1B5/6k1/3r4/4n1N1/8/8 w - - 7 62,-30,-31,-31,-30,-31,-31,-31,-33
6k1/8/1N3K2/1n5b/8/4R3/7r/1B6 w - - 11 57,13,6,16,13,6,11,13,18
1r4k1/2N2n2/8/2R3NK/8/8/8/6n1 w - - 5 49,0,3,4,3,3,16,0,10
8/2Q5/1K6/8/8/2R5/3q3B/r2bk3 w - - 15 62,0,42,5,9,24,0,13,21
2q5/kb3B2/4Q3/8/K1N5/8/8/5n2 w - - 9 49,59,16,50,49,45,20,8,69
2k5/8/8/5NB1/8/8/7Q/2n1q1bK w - - 17 65,7,11,13,11,11,11,11,17
3R3K/r3r3/2k5/8/8/8/6R1/1b5B w - - 12 42,43,32,32,40,8,20,13,13
3q4/6Q1/8/r5n1/8/6KR/8/1k3N2 w - - 15 70,0,0,0,0,0,0,0,0
2n1B3/b7/8/8/8/8/1RN5/2rk2K1 w - - 6 36,0,0,0,3,0,0,0,0
5k2/8/R7/n7/4N2B/r1b5/4K3/8 w - - 10 47,46,47,51,50,50,50,46,50
7R/5B2/k7/3K3Q/8/8/4r3/4bq2 w - - 0 43,0,0,0,0,0,0,0,0
5Q2/3R4/8/k5q1/5B2/1b4r1/8/6K1 w - - 9 67,35,0,10,7,22,0,0,7
1BN5/8/4n2k/K2q4/8/8/5Q2/1b6 w - - 10 48,-16,-16,-3,-21,-18,-13,-12,-20
3rk3/4b3/7q/8/6K1/8/1B6/R3Q3 w - - 3 49,-3,0,0,0,0,0,0,0
8/7Q/4n3/rq6/8/8/1k3N1R/5K2 w - - 11 69,0,0,0,0,0,0,0,0
4K3/8/6n1/R3n3/4N3/8/N7/1r2k3 w - - 17 65,-17,-18,-26,-31,-3,-35,-3,-23
3N3k/8/q7/4K2n/5r2/8/3Q1R2/8 w - - 7 35,0,0,0,0,0,0,0,0
r7/8/3Q1K2/8/7R/5q2/2N1n1k1/8 w - - 0 34,-11,0,-3,-3,-13,-3,-47,0
1R6/8/K7/1N6/5k2/Q6n/6r1/7q w - - 6 62,31990,693,627,31991,31991,2874,621,31991
2N4k/8/3r4/8/n6K/b4B1R/8/8 w - - 4 50,41,43,42,42,43,45,38,42
8/3R4/K7/4B3/B7/1r6/8/1bkb4 w - - 10 41,91,93,87,95,92,82,98,82
4K3/8/2B5/8/4r3/5kq1/7Q/4b2R w - - 5 52,376,322,315,286,379,315,272,232
8/1b6/4K3/8/7B/4n1R1/4k1N1/r7 w - - 1 33,87,69,70,81,78,76,79,68
7k/r7/8/2R5/8/8/2b4q/3K1Q1B w - - 5 49,-386,-378,-400,-347,-346,-380,-345,-422
KQ6/8/6N1/7r/q3k3/1n6/5R2/8 w - - 11 48,-31994,-2979,-31994,-31994,-31994,-31992,-31994,-31992
8/2q5/rr3K2/3Q4/8/8/1k6/R3R3 w - - 5 58,-3061,-3061,-3016,-3058,-3053,-3089,-2783,-3058
7B/7N/2K5/5rb1/n1k5/8/6R1/8 w - - 13 63,60,56,57,65,63,54,58,65
1K6/3r4/6R1/3k4/8/8/2R4Q/2r1q3 w - - 4 31,2912,2843,869,847,2773,2838,3136,2863
2B5/8/7b/1Q4Rr/4k3/8/8/K6q w - - 0 61,-173,-175,-176,-171,-171,-172,-170,-172
N3K3/5q2/6n1/3k2n1/8/N1Q5/8/8 w - - 9 45,-3106,-3112,-31985,-780,-31985,-31986,-31975,-31983
2Q4R/q7/8/8/3K1n2/8/7N/r5k1 w - - 11 51,-520,-554,-522,-501,-499,-555,-398,-500
5bB1/8/8/2qQ4/1k6/8/2nN4/2K5 w - - 22 69,265,314,289,290,290,294,276,256
4K3/6r1/4R3/2Q5/b7/3q4/B7/3k4 w - - 12 70,203,260,189,228,185,189,245,180
8/7R/3r2Q1/2k2KR1/1q6/3r4/8/8 w - - 6 58,-435,-357,-357,-406,-398,-355,-436,-360
1Q6/2K3q1/8/N4B2/8/3nb3/4k3/8 w - - 15 67,-445,-470,-407,-444,-421,-470,-379,-465
5N2/6Q1/8/8/7q/B4k1b/3n3K/8 w - - 15 50,0,0,0,0,0,0,0,0
1R6/6rk/5B2/8/8/K6B/8/2b4b w - - 3 32,0,3,0,0,0,0,11,0
8/4R3/1b6/7b/3k4/1K4B1/2B5/5r2 w - - 5 65,0,0,0,0,0,0,0,0
8/4B3/8/8/1Nb5/3nR3/3K3k/7r w - - 9 44,47,50,50,46,50,50,50,52
5kn1/2b5/1q6/6KN/8/7Q/8/3B4 w - - 7 54,11,8,8,8,8,8,11,7
k7/r6b/8/B5R1/3b4/8/6K1/7B w - - 9 41,19,20,14,8,13,11,16,3
2Q4B/8/6N1/5n2/8/5K2/8/1q2k1b1 w - - 19 66,11,11,12,0,61,11,11,11
1Bb5/8/8/RN6/5K2/8/5n2/2kr4 w - - 10 52,4,1,14,3,11,4,18,4
R5K1/1n6/8/3N4/8/2B5/1r6/1kb5 w - - 3 31,32,28,27,33,31,27,27,26
6R1/4r3/1r6/4N3/3K3R/8/8/1k2n3 w - - 12 39,10,3,3,12,3,3,6,0
N7/K6k/2q5/8/7n/1Nn5/8/2Q5 w - - 2 62,-52,-59,-39,-31,-57,-73,-58,-49
8/8/n5B1/Rb6/8/6K1/1rN5/3k4 w - - 11 70,18,28,24,28,22,40,8,19
4N3/8/8/nk4r1/3KB1b1/8/8/4R3 w - - 7 63,3,18,26,31,38,35,12,31
8/8/r1B5/8/4R3/6k1/4br2/2R4K w - - 14 64,19,18,15,19,19,14,22,19
3k4/4n3/8/5r2/8/1K5B/5N1R/2b5 w - - 0 37,30,34,34,31,31,34,30,34
1n1K4/2B5/8/6Q1/1q6/4N2b/8/7k w - - 7 41,32,39,8,8,16,10,16,8
8/n7/6R1/8/5K2/1r1kN3/3r4/6R1 w - - 4 46,3,0,2,15,14,0,7,0
8/1k2N3/2R5/4n2r/8/6K1/r7/3R4 w - - 4 53,0,0,3,0,8,0,0,0
b7/2k5/8/2B1K3/5B2/5q2/Q3b3/8 w - - 14 67,12,16,34,16,31,11,35,37
n1rN4/3R4/8/8/2b5/8/6BK/k7 w - - 10 50,13,7,7,9,7,4,21,7
3k1r2/7K/N7/n4Bb1/8/5R2/8/8 w - - 1 55,6,0,11,11,3,9,4,7
8/8/7B/8/b3NK2/n7/8/4N1nk w - - 4 66,8,11,7,3,3,11,11,1
b1r3b1/8/4K3/8/7R/5B2/8/5k1B w - - 21 70,10,10,10,10,10,11,10,10
6B1/8/4K3/b6B/5R2/8/8/kr4b1 w - - 4 43,62,58,60,69,66,66,65,61
N7/3N4/3n4/8/2K1n3/Q7/3k3q/8 w - - 8 34,-44,-49,-47,-44,-30,-25,-50,-45
4N1K1/8/6n1/6b1/8/4b3/2k4B/7B w - - 2 60,11,7,8,11,11,8,11,7
3R4/1r6/8/1r1B3K/4R3/k7/7b/8 w - - 13 59,21,0,20,14,18,19,12,18
